code_dept_commune,code_departement,code_commune_INSEE,nom_commune,nb_arrets
55-55533,55,55533,Vaucouleurs,10
57-57315,57,57315,Henridorff,10
55-55543,55,55543,Velaines,10
60-60009,60,60009,Allonne,10
80-80416,80,80416,Hangest-sur-Somme,10
04-04171,04,04171,Rougon,10
88-88346,88,88346,Petite-Raon,10
84-84024,84,84024,Cabrières-d'Aigues,10
79-79334,79,79334,Usseau,10
76-76252,76,76252,Étalondes,10
17-17060,17,17060,Boutenac-Touvent,10
24-24352,24,24352,Ribérac,10
84-84025,84,84025,Cabrières-d'Avignon,10
59-59668,59,59668,Zuydcoote,10
33-33386,33,33386,Saint-Cibard,10
59-59670,59,59670,Don,10
38-38379,38,38379,Saint-Clair-sur-Galaure,10
60-60010,60,60010,Amblainville,10
88-88292,88,88292,Mattaincourt,10
17-17003,17,17003,Aigrefeuille-d'Aunis,10
76-76287,76,76287,Fresquiennes,10
16-16418,16,16418,Vœuil-et-Giget,10
69-69233,69,69233,Saint-Romain-au-Mont-d'Or,10
08-08262,08,08262,Lucquy,10
76-76297,76,76297,Gancourt-Saint-Étienne,10
60-60034,60,60034,Avrechy,10
33-33351,33,33351,Reignac,10
16-16292,16,16292,Ruffec,10
33-33347,33,33347,Puynormand,10
33-33342,33,33342,Puisseguin,10
33-33335,33,33335,Pout,10
59-59064,59,59064,Bellaing,10
84-84010,84,84010,Bastidonne,10
33-33431,33,33431,Saint-Léon,10
38-38204,38,38204,Lalley,10
76-76163,76,76163,Catenay,10
80-80299,80,80299,Faloise,10
38-38216,38,38216,Malleval-en-Vercors,10
76-76096,76,76096,Biville-la-Baignarde,10
17-17329,17,17329,Saint-Froult,10
38-38237,38,38237,Mizoën,10
02-02474,02,02474,Mennessis,10
17-17309,17,17309,Saint-Aigulin,10
70-70451,70,70451,Ronchamp,10
17-17240,17,17240,Montendre,10
17-17237,17,17237,Moëze,10
76-76153,76,76153,Calleville-les-Deux-Églises,10
24-24179,24,24179,Feuillade,10
59-59070,59,59070,Bermeries,10
33-33485,33,33485,Sainte-Terre,10
88-88276,88,88276,Lusse,10
70-70279,70,70279,Gray,10
33-33476,33,33476,Saint-Seurin-de-Cadourne,10
38-38294,38,38294,Panossas,10
80-80333,80,80333,Fort-Mahon-Plage,10
76-76166,76,76166,Caule-Sainte-Beuve,10
70-70026,70,70026,Arc-lès-Gray,10
82-82096,82,82096,Ville-Dieu-du-Temple,10
59-59635,59,59635,Wambaix,10
38-38309,38,38309,Poisat,10
59-59638,59,59638,Wannehain,10
33-33438,33,33438,Saint-Maixant,10
02-02668,02,02668,Sains-Richaumont,10
82-82089,82,82089,Lamagistère,10
33-33328,33,33328,Pomerol,10
33-33326,33,33326,Pleine-Selve,10
60-60065,60,60065,Berthecourt,10
89-89418,89,89418,Tonnerre,10
60-60234,60,60234,Fitz-James,10
89-89237,89,89237,Mailly-la-Ville,10
89-89239,89,89239,Malay-le-Grand,10
15-15122,15,15122,Maurs,10
33-33182,33,33182,Gauriac,10
53-53144,53,53144,Marcillé-la-Ville,10
15-15113,15,15113,Mandailles-Saint-Julien,10
33-33163,33,33163,Faleyras,10
60-60307,60,60307,Heilles,10
39-39013,39,39013,Arbois,10
68-68362,68,68362,Wentzwiller,10
33-33147,33,33147,Daignac,10
25-25188,25,25188,Dambenois,10
59-59041,59,59041,Bachant,10
84-84033,84,84033,Castellet,10
68-68341,68,68341,Uffheim,10
15-15054,15,15054,Condat,10
15-15038,15,15038,Champs-sur-Tarentaine-Marchal,10
39-39059,39,39059,Bois-d'Amont,10
60-60361,60,60361,Liancourt-Saint-Pierre,10
68-68324,68,68324,Steinbrunn-le-Haut,10
76-76520,76,76520,Réalcamp,10
33-33100,33,33100,Cars,10
45-45100,45,45100,Combleux,10
33-33098,33,33098,Cardan,10
04-04111,04,04111,Mane,10
25-25259,25,25259,Frasne,10
33-33088,33,33088,Camps-sur-l'Isle,10
60-60231,60,60231,Feigneux,10
60-60218,60,60218,Esches,10
15-15163,15,15163,Roannes-Saint-Mary,10
60-60212,60,60212,Ercuis,10
76-76340,76,76340,Harcanville,10
60-60082,60,60082,Bonneuil-les-Eaux,10
33-33309,33,33309,Ordonnac,10
76-76342,76,76342,Hattenville,10
16-16146,16,16146,Garat,10
06-06024,06,06024,Briançonnet,10
76-76368,76,76368,Houquetot,10
76-76372,76,76372,Illois,10
16-16055,16,16055,Bouëx,10
60-60091,60,60091,Bouillancy,10
04-04143,04,04143,Oraison,10
60-60102,60,60102,Brenouille,10
33-33284,33,33284,Mios,10
84-84037,84,84037,Châteauneuf-du-Pape,10
02-02405,02,02405,Landouzy-la-Ville,10
60-60116,60,60116,Bury,10
76-76379,76,76379,Lamberville,10
33-33267,33,33267,Marcillac,10
15-15244,15,15244,Ussel,10
84-84040,84,84040,Crestet,10
80-80426,80,80426,Heilly,10
84-84053,84,84053,Grillon,10
84-84058,84,84058,Lacoste,10
60-60173,60,60173,Cramoisy,10
76-76439,76,76439,Mirville,10
60-60190,60,60190,Cuvergnon,10
89-89190,89,89190,Givry,10
76-76076,76,76076,Bénarville,10
76-76075,76,76075,Belmesnil,10
58-58280,58,58280,Sougy-sur-Loire,10
22-22211,22,22211,Ploubezre,10
21-21263,21,21263,Fénay,10
87-87011,87,87011,Bellac,10
37-37067,37,37067,Cheillé,10
34-34340,34,34340,Villetelle,10
83-83110,83,83110,Rougiers,10
59-59159,59,59159,Craywick,10
74-74004,74,74004,Allèves,10
34-34318,34,34318,Vacquières,10
22-22198,22,22198,Pleumeur-Bodou,10
74-74030,74,74030,Baume,10
07-07260,07,07260,Saint-Lager-Bressac,10
53-53075,53,53075,Cosmes,10
74-74036,74,74036,Bluffy,10
37-37148,37,37148,Marigny-Marmande,10
72-72192,72,72192,Mées,10
74-74048,74,74048,Brenthonne,10
74-74064,74,74064,Châtillon-sur-Cluses,10
34-34276,34,34276,Saint-Mathieu-de-Tréviers,10
37-37183,37,37183,Perrusson,10
59-59130,59,59130,Cappelle-Brouck,10
74-74080,74,74080,Clusaz,10
59-59422,59,59422,Naves,10
37-37210,37,37210,Saint-Benoît-la-Forêt,10
59-59430,59,59430,Neuvilly,10
59-59440,59,59440,Noyelles-sur-Selle,10
59-59444,59,59444,Odomez,10
74-74116,74,74116,Etaux,10
72-72123,72,72123,Dureil,10
59-59358,59,59358,Looberghe,10
22-22049,22,22049,Créhen,10
17-17395,17,17395,Saint-Sauvant,10
05-05054,05,05054,Fare-en-Champsaur,10
83-83083,83,83083,Montfort-sur-Argens,10
86-86246,86,86246,Saint-Savin,10
35-35251,35,35251,Saint-Aubin-d'Aubigné,10
72-72319,72,72319,Sainte-Sabine-sur-Longève,10
59-59287,59,59287,Haucourt-en-Cambrésis,10
80-80222,80,80222,Crécy-en-Ponthieu,10
21-21606,21,21606,Ladoix-Serrigny,10
02-02608,02,02608,Plomion,10
36-36055,36,36055,Clion,10
50-50200,50,50200,Ger,10
73-73110,73,73110,Esserts-Blay,10
36-36070,36,36070,Éguzon-Chantôme,10
36-36074,36,36074,Fléré-la-Rivière,10
21-21356,21,21356,Losne,10
80-80177,80,80177,Cartigny,10
36-36139,36,36139,Neuillay-les-Bois,10
73-73142,73,73142,Landry,10
21-21353,21,21353,Longecourt-en-Plaine,10
02-02610,02,02610,Pommiers,10
53-53080,53,53080,Couptrain,10
36-36161,36,36161,Pont-Chrétien-Chabenet,10
59-59209,59,59209,Esnes,10
36-36192,36,36192,Saint-Gaultier,10
35-35128,35,35128,Guipel,10
36-36219,36,36219,Tendu,10
59-59334,59,59334,Lauwin-Planque,10
59-59341,59,59341,Lesdain,10
21-21290,21,21290,Gemeaux,10
37-37254,37,37254,Tauxigny-Saint-Bauld,10
59-59108,59,59108,Briastre,10
37-37263,37,37263,Truyes,10
34-34065,34,34065,Cazedarnes,10
74-74295,74,74295,Vernaz,10
18-18129,18,18129,Lissay-Lochy,10
53-53069,53,53069,Chevaigné-du-Maine,10
74-74301,74,74301,Villard,10
34-34089,34,34089,Creissan,10
18-18038,18,18038,Bruère-Allichamps,10
71-71442,71,71442,Saint-Léger-sur-Dheune,10
38-38137,38,38137,Cras,10
88-88032,88,88032,Ban-de-Laveline,10
18-18031,18,18031,Blet,10
23-23247,23,23247,Saint-Vaury,10
76-76021,76,76021,Annouville-Vilmesnil,10
59-59548,59,59548,Saint-Waast,10
71-71333,71,71333,Oslon,10
74-74131,74,74131,Frangy,10
85-85290,85,85290,Thiré,10
88-88082,88,88082,Celles-sur-Plaine,10
71-71306,71,71306,Montceau-les-Mines,10
71-71295,71,71295,Mervans,10
80-80677,80,80677,Roisel,10
34-34044,34,34044,Cabrerolles,10
71-71283,71,71283,Marnay,10
17-17442,17,17442,Thaims,10
34-34033,34,34033,Boisseron,10
02-02487,02,02487,Missy-sur-Aisne,10
83-83151,83,83151,Vins-sur-Caramy,10
71-71187,71,71187,Écuisses,10
17-17404,17,17404,Saint-Simon-de-Pellouaille,10
18-18134,18,18134,Lury-sur-Arnon,10
71-71502,71,71502,Sassenay,10
18-18148,18,18148,Méreau,10
18-18150,18,18150,Méry-sur-Cher,10
37-37269,37,37269,Verneuil-sur-Indre,10
37-37271,37,37271,Villaines-les-Rochers,10
59-59472,59,59472,Preux-au-Bois,10
59-59474,59,59474,Prisches,10
74-74141,74,74141,Hauteville-sur-Fier,10
02-02527,02,02527,Morsain,10
23-23001,23,23001,Ahun,10
38-38009,38,38009,Anjou,10
34-34193,34,34193,Pardailhan,10
80-80086,80,80086,Bernaville,10
34-34184,34,34184,Nizas,10
38-38023,38,38023,Avignonet,10
34-34180,34,34180,Nébian,10
19-19238,19,19238,Saint-Rémy,10
53-53108,53,53108,Gravelle,10
04-04208,04,04208,Simiane-la-Rotonde,10
23-23105,23,23105,Lavaveix-les-Mines,10
83-83039,83,83039,Châteauvert,10
02-02643,02,02643,Ressons-le-Long,10
23-23137,23,23137,Mourioux-Vieilleville,10
80-80071,80,80071,Beauval,10
34-34128,34,34128,Laroque,10
23-23154,23,23154,Pionnat,10
18-18241,18,18241,Sancerre,10
23-23168,23,23168,Sardent,10
05-05126,05,05126,Rosans,10
18-18197,18,18197,Saint-Amand-Montrond,10
39-39150,39,39150,Choisey,10
15-15006,15,15006,Anglards-de-Salers,10
89-89478,89,89478,Vincelles,10
30-30041,30,30041,Blauzac,10
30-30250,30,30250,Saint-Étienne-de-l'Olm,10
26-26302,26,26302,Sainte-Eulalie-en-Royans,10
52-52155,52,52155,Culmont,10
67-67375,67,67375,Pfulgriesheim,10
52-52118,52,52118,Chatonrupt-Sommermont,10
43-43012,43,43012,Aurec-sur-Loire,10
30-30178,30,30178,Montfaucon,10
77-77191,77,77191,Fontenailles,10
56-56124,56,56124,Malestroit,10
43-43072,43,43072,Chomette,10
43-43077,43,43077,Costaros,10
56-56117,56,56117,Locminé,10
43-43108,43,43108,Jullianges,10
14-14057,14,14057,Bellengreville,10
30-30140,30,30140,Lasalle,10
56-56091,56,56091,Josselin,10
04-04055,04,04055,Chaudon-Norante,10
67-67326,67,67326,Niederhausbergen,10
62-62355,62,62355,Fresnes-lès-Montauban,10
67-67322,67,67322,Neuwiller-lès-Saverne,10
77-77252,77,77252,Limoges-Fourches,10
62-62368,62,62368,Gaudiempré,10
84-84107,84,84107,Saint-Christol,10
30-30073,30,30073,Castillon-du-Gard,10
62-62387,62,62387,Grévillers,10
43-43262,43,43262,Vieille-Brioude,10
13-13110,13,13110,Trets,10
77-77151,77,77151,Dagny,10
77-77147,77,77147,Croix-en-Brie,10
77-77145,77,77145,Crisenoy,10
84-84101,84,84101,Roque-sur-Pernes,10
57-57129,57,57129,Charly-Oradour,10
26-26188,26,26188,Mollans-sur-Ouvèze,10
52-52497,52,52497,Troisfontaines-la-Ville,10
57-57102,57,57102,Bousse,10
42-42129,42,42129,Maclas,10
62-62184,62,62184,Buissy,10
57-57085,57,57085,Bionville-sur-Nied,10
33-33058,33,33058,Blaye,10
06-06126,06,06126,Saint-Martin-du-Var,10
07-07344,07,07344,Vinzieux,10
57-57065,57,57065,Bermering,10
57-57056,57,57056,Bébing,10
57-57054,57,57054,Baudrecourt,10
50-50341,50,50341,Montebourg,10
57-57053,57,57053,Bassing,10
57-57051,57,57051,Baronville,10
42-42197,42,42197,Sainte-Agathe-la-Bouteresse,10
77-77115,77,77115,Chevry-en-Sereine,10
42-42219,42,42219,Saint-Étienne-le-Molard,10
57-57016,57,57016,Alzing,10
57-57006,57,57006,Achen,10
57-57001,57,57001,Aboncourt,10
30-30278,30,30278,Saint-Laurent-des-Arbres,10
42-42253,42,42253,Saint-Léger-sur-Roanne,10
67-67411,67,67411,Rosheim,10
30-30263,30,30263,Saint-Hippolyte-du-Fort,10
91-91017,91,91017,Angervilliers,10
67-67285,67,67285,Matzenheim,10
57-57143,57,57143,Clouange,10
67-67247,67,67247,Kolbsheim,10
2A-2A198,2A,2A198,Ota,10
67-67029,67,67029,Berg,10
02-02074,02,02074,Bertaucourt-Epourdon,10
12-12096,12,12096,Espalion,10
67-67025,67,67025,Beinheim,10
12-12052,12,12052,Capdenac-Gare,10
12-12047,12,12047,Campagnac,10
02-02020,02,02020,Any-Martin-Rieux,10
02-02018,02,02018,Anizy-le-Château,10
12-12026,12,12026,Bertholène,10
45-45013,45,45013,Augerville-la-Rivière,10
27-27156,27,27156,Chéronvilliers,10
27-27167,27,27167,Condé-sur-Risle,10
66-66209,66,66209,Thuès-Entre-Valls,10
45-45042,45,45042,Bordes,10
45-45043,45,45043,Bou,10
45-45044,45,45044,Bougy-lez-Neuville,10
66-66179,66,66179,Saint-Laurent-de-Cerdans,10
45-45056,45,45056,Bromeilles,10
45-45066,45,45066,Chailly-en-Gâtinais,10
01-01418,01,01418,Thil,10
62-62664,62,62664,Pommier,10
56-56002,56,56002,Ambon,10
45-45083,45,45083,Château-Renard,10
45-45087,45,45087,Châtillon-sur-Loire,10
62-62665,62,62665,Ponchel,10
29-29209,29,29209,Plouvien,10
50-50409,50,50409,Pont-Hébert,10
62-62566,62,62566,Menneville,10
67-67103,67,67103,Dossenheim-sur-Zinsel,10
81-81038,81,81038,Brens,10
62-62434,62,62434,Herlière,10
62-62444,62,62444,Hervelinghen,10
02-02232,02,02232,Coyolles,10
51-51478,51,51478,Saint-Eulien,10
84-84116,84,84116,Saint-Romain-en-Viennois,10
27-27045,27,27045,Bazincourt-sur-Epte,10
62-62459,62,62459,Houvin-Houvigneul,10
91-91244,91,91244,Fontenay-le-Vicomte,10
13-13029,13,13029,Cornillon-Confoux,10
79-79204,79,79204,Périgné,10
08-08419,08,08419,Signy-l'Abbaye,10
62-62475,62,62475,Ivergny,10
07-07035,07,07035,Boffres,10
62-62564,62,62564,Mazinghem,10
50-50393,50,50393,Percy-en-Normandie,10
67-67182,67,67182,Hangenbieten,10
81-81037,81,81037,Brassac,10
62-62500,62,62500,Lespesses,10
62-62505,62,62505,Leulinghen-Bernes,10
77-77282,77,77282,Mauregard,10
62-62517,62,62517,Linghem,10
12-12282,12,12282,Tournemire,10
02-02157,02,02157,Chambry,10
67-67119,67,67119,Eckwersheim,10
12-12215,12,12215,Saint-Christophe-Vallon,10
51-51250,51,51250,Fismes,10
77-77076,77,77076,Chalmaison,10
42-42137,42,42137,Margerie-Chantagret,10
84-84093,84,84093,Puget,10
41-41060,41,41060,Cormenon,10
76-76597,76,76597,Saint-Laurent-en-Caux,10
32-32147,32,32147,Gimont,10
57-57571,57,57571,Rémering-lès-Puttelange,10
61-61075,61,61075,Ceaucé,10
61-61091,61,61091,Champsecret,10
68-68201,68,68201,Masevaux-Niederbruck,10
68-68188,68,68188,Linthal,10
68-68177,68,68177,Lautenbach,10
14-14625,14,14625,Saint-Martin-de-la-Lieue,10
57-57496,57,57496,Nébing,10
57-57488,57,57488,Moussey,10
80-80500,80,80500,Maisnières,10
14-14592,14,14592,Sainte-Honorine-du-Fay,10
61-61224,61,61224,Larré,10
79-79265,79,79265,Saint-Léger-de-Montbrun,10
14-14589,14,14589,Saint-Germain-le-Vasson,10
68-68117,68,68117,Gunsbach,10
31-31475,31,31475,Saint-Clar-de-Rivière,10
61-61433,61,61433,Saint-Nicolas-des-Bois,10
14-14542,14,14542,Rosel,10
61-61463,61,61463,Monts d'Andaine,10
57-57426,57,57426,Luttange,10
61-61466,61,61466,Selle-la-Forge,10
02-02741,02,02741,Thenelles,10
79-79264,79,79264,Saint-Léger-de-la-Martinière,10
41-41046,41,41046,Chaumont-sur-Tharonne,10
41-41050,41,41050,Cheverny,10
80-80488,80,80488,Longpré-les-Corps-Saints,10
57-57598,57,57598,Rouhling,10
60-60671,60,60671,Versigny,10
60-60611,60,60611,Senantes,10
58-58126,58,58126,Gimouille,10
68-68277,68,68277,Riquewihr,10
80-80444,80,80444,Huchenneville,10
60-60479,60,60479,Ormoy-Villers,10
68-68260,68,68260,Raedersheim,10
60-60548,60,60548,Rosoy-en-Multien,10
57-57724,57,57724,Vitry-sur-Orne,10
06-06073,06,06073,Isola,10
57-57700,57,57700,Vaudreching,10
57-57698,57,57698,Vatimont,10
57-57693,57,57693,Vantoux,10
60-60601,60,60601,Saint-Vaast-lès-Mello,10
57-57667,57,57667,Téterchen,10
57-57603,57,57603,Russange,10
68-68240,68,68240,Illtal,10
68-68238,68,68238,Niffer,10
57-57658,57,57658,Soucht,10
39-39434,39,39434,Poligny,10
57-57644,57,57644,Seingbouse,10
80-80456,80,80456,Lafresguimont-Saint-Martin,10
76-76576,76,76576,Saint-Eustache-la-Forêt,10
60-60646,60,60646,Troissereux,10
76-76588,76,76588,Saint-Hellier,10
39-39487,39,39487,Saint-Laurent-en-Grandvaux,10
32-32213,32,32213,Lombez,10
76-76592,76,76592,Saint-Jean-de-Folleville,10
76-76676,76,76676,Sigy-en-Bray,10
01-01166,01,01166,Frans,10
57-57309,57,57309,Heining-lès-Bouzonville,10
41-41179,41,41179,Poislay,10
68-68012,68,68012,Aspach-Michelbach,10
68-68009,68,68009,Artzenheim,10
57-57322,57,57322,Hestroff,10
57-57319,57,57319,Herny,10
77-77001,77,77001,Achères-la-Forêt,10
14-14328,14,14328,Hérouvillette,10
31-31112,31,31112,Castagnède,10
62-62061,62,62061,Averdoingt,10
42-42015,42,42015,Belmont-de-la-Loire,10
57-57217,57,57217,Flétrange,10
41-41110,41,41110,Langon-sur-Cher,10
85-85185,85,85185,Puyravault,10
41-41283,41,41283,Villemardy,10
26-26081,26,26081,Châteaudouble,10
02-02757,02,02757,Vadencourt,10
57-57256,57,57256,Gravelotte,10
31-31186,31,31186,Fonbeauzard,10
41-41275,41,41275,Ville-aux-Clercs,10
57-57254,57,57254,Gorze,10
41-41265,41,41265,Troo,10
57-57348,57,57348,Ippling,10
57-57325,57,57325,Hilsprich,10
62-62003,62,62003,Acheville,10
53-53165,53,53165,Niafles,10
57-57162,57,57162,Cuvry,10
57-57350,57,57350,Jouy-aux-Arches,10
14-14504,14,14504,Pin,10
52-52550,52,52550,Wassy,10
02-02746,02,02746,Travecy,10
57-57165,57,57165,Dalem,10
41-41078,41,41078,Épuisay,10
57-57179,57,57179,Distroff,10
80-80580,80,80580,Nampont,10
41-41080,41,41080,Faverolles-sur-Cher,10
68-68044,68,68044,Bonhomme,10
57-57357,57,57357,Kappelkinger,10
42-42026,42,42026,Briennon,10
57-57387,57,57387,Laumesfeld,10
76-76716,76,76716,Turretot,10
02-02761,02,02761,Variscourt,10
51-51146,51,51146,Cheniers,9
80-80377,80,80377,Gézaincourt,9
80-80248,80,80248,Dompierre-sur-Authie,9
52-52524,52,52524,Vignory,9
51-51161,51,51161,Condé-sur-Marne,9
50-50576,50,50576,Siouville-Hague,9
80-80627,80,80627,Plachy-Buyon,9
80-80013,80,80013,Airaines,9
80-80373,80,80373,Gamaches,9
79-79243,79,79243,Saint-Coutant,9
79-79084,79,79084,Chenay,9
51-51183,51,51183,Courcy,9
79-79239,79,79239,Saint-Aubin-le-Cloud,9
80-80287,80,80287,Estrébœuf,9
52-52331,52,52331,Porte du Der,9
95-95429,95,95429,Montreuil-sur-Epte,9
79-79135,79,79135,Gourgé,9
79-79253,79,79253,Saint-Georges-de-Noisné,9
80-80419,80,80419,Hargicourt,9
51-51634,51,51634,Villers-le-Château,9
79-79311,79,79311,Secondigny,9
80-80308,80,80308,Feuquières-en-Vimeu,9
80-80063,80,80063,Beauchamps,9
80-80679,80,80679,Ronssoy,9
79-79208,79,79208,Peyratte,9
80-80549,80,80549,Miraumont,9
80-80507,80,80507,Marcelcave,9
80-80495,80,80495,Lucheux,9
95-95523,95,95523,Roche-Guyon,9
95-95409,95,95409,Moisselles,9
51-51391,51,51391,Muizon,9
51-51388,51,51388,Mourmelon-le-Grand,9
79-79101,79,79101,Coulonges-sur-l'Autize,9
51-51308,51,51308,Jonchery-sur-Vesle,9
51-51663,51,51663,Magenta,9
95-95594,95,95594,Seugy,9
95-95656,95,95656,Vienne-en-Arthies,9
80-80556,80,80556,Mons-Boubert,9
80-80621,80,80621,Hypercourt,9
51-51217,51,51217,Dormans,9
51-51569,51,51569,Thillois,9
63-63108,63,63108,Cheix,9
95-95328,95,95328,Labbeville,9
60-60104,60,60104,Breteuil,9
60-60623,60,60623,Songeons,9
68-68264,68,68264,Ranspach-le-Haut,9
60-60481,60,60481,Orrouy,9
60-60477,60,60477,Ons-en-Bray,9
60-60398,60,60398,Mesnil-en-Thelle,9
60-60356,60,60356,Lavilletertre,9
60-60268,60,60268,Gannes,9
60-60261,60,60261,Fresnoy-le-Luat,9
69-69085,69,69085,Fleurieu-sur-Saône,9
60-60047,60,60047,Baron,9
60-60668,60,60668,Verderel-lès-Sauqueuse,9
60-60031,60,60031,Autheuil-en-Valois,9
60-60027,60,60027,Auger-Saint-Vincent,9
60-60021,60,60021,Appilly,9
59-59664,59,59664,Wulverdinghe,9
59-59656,59,59656,Wervicq-Sud,9
59-59652,59,59652,Wavrechain-sous-Faulx,9
84-84011,84,84011,Beaucet,9
59-59643,59,59643,Warneton,9
59-59642,59,59642,Warlaing,9
60-60638,60,60638,Thury-sous-Clermont,9
68-68208,68,68208,Michelbach-le-Haut,9
73-73292,73,73292,Thénésol,9
68-68005,68,68005,Ammerschwihr,9
62-62121,62,62121,Beugnâtre,9
62-62107,62,62107,Bénifontaine,9
62-62095,62,62095,Beaumetz-lès-Aire,9
62-62091,62,62091,Beaudricourt,9
62-62085,62,62085,Basseux,9
67-67550,67,67550,Wœrth,9
62-62077,62,62077,Bajus,9
62-62074,62,62074,Bailleulval,9
62-62067,62,62067,Avroult,9
62-62017,62,62017,Aix-en-Ergny,9
68-68207,68,68207,Michelbach-le-Bas,9
62-62002,62,62002,Ablainzevelle,9
61-61426,61,61426,Saint-Martin-du-Vieux-Bellême,9
61-61375,61,61375,Boischampré,9
61-61265,61,61265,Ménil-Gondouin,9
61-61203,61,61203,Héloup,9
61-61199,61,61199,Habloville,9
61-61078,61,61078,Cerisy-Belle-Étoile,9
